SKU,Product Name,Brand,Category,Sub-Category,Package Size,MRP (INR),Standard Selling Price (INR),Description,Real Image URL
GCPL-CN-206,Cinthol Charcoal Soap (Buy 3 Get 1 Free),Cinthol,Personal Care,Bath Soaps,4 x 100 g,184.00,169.00,Value box containing 4 bamboo charcoal soaps,https://www.bigbasket.com/media/uploads/p/l/40188220_1-cinthol-charcoal-soap-buy-3-get-1.jpg
GCPL-CN-207,Cinthol Play Bath Soap,Cinthol,Personal Care,Bath Soaps,100 g,45.00,41.00,Sporty athletic formulation skin nourishing soap,https://www.bigbasket.com/media/uploads/p/l/40118334_1-cinthol-play-soap.jpg
GCPL-CN-208,Cinthol Play Bath Soap (Pack of 3),Cinthol,Personal Care,Bath Soaps,3 x 100 g,130.00,120.00,Sporty athletic skin soap triple box pack,https://www.bigbasket.com/media/uploads/p/l/40118335_1-cinthol-play-soap-pack-of-3.jpg
GCPL-CN-209,Cinthol Play Bath Soap Large,Cinthol,Personal Care,Bath Soaps,150 g,68.00,62.00,Large size sporty athletic body soap,https://www.bigbasket.com/media/uploads/p/l/40118336_1-cinthol-play-soap-150g.jpg
GCPL-CN-210,Cinthol Intense Extreme Protection Soap,Cinthol,Personal Care,Bath Soaps,100 g,46.00,42.00,Premium deep dirt extraction soap with rich woods aroma,https://www.bigbasket.com/media/uploads/p/l/40118337_1-cinthol-intense-soap.jpg
GCPL-CN-211,Cinthol Intense Protection Soap (Pack of 3),Cinthol,Personal Care,Bath Soaps,3 x 100 g,135.00,124.00,Deep impact masculine soap triple pack,https://www.bigbasket.com/media/uploads/p/l/40118338_1-cinthol-intense-soap-pack-of-3.jpg
GCPL-CN-212,Cinthol Intense Protection Soap Large,Cinthol,Personal Care,Bath Soaps,150 g,70.00,64.00,Large size deep impact masculine soap,https://www.bigbasket.com/media/uploads/p/l/40118339_1-cinthol-intense-soap-150g.jpg
GCPL-CN-213,Cinthol Cool Wave Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size ice cool body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098232_1-cinthol-cool-wave-deo-200ml.jpg
GCPL-CN-214,Cinthol Spin Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size sporty notes body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098233_1-cinthol-spin-deo-200ml.jpg
GCPL-CN-215,Cinthol Rush Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size woody notes body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098234_1-cinthol-rush-deo-200ml.jpg
GCPL-CN-216,Cinthol Energy Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size vibrant citrus body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098235_1-cinthol-energy-deo-200ml.jpg
GCPL-CN-217,Cinthol Play Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size playful sweet body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098236_1-cinthol-play-deo-200ml.jpg
GCPL-CN-218,Cinthol Intense Deo Spray Large,Cinthol,Personal Care,Deodorants,200 ml,249.00,185.00,Large size masculine concentrated body spray canister,https://www.bigbasket.com/media/uploads/p/l/40098237_1-cinthol-intense-deo-200ml.jpg
GCPL-CN-219,Cinthol Sandal Woody Talcum Powder,Cinthol,Personal Care,Talcum Powders,100 g,90.00,80.00,Premium sandalwood oil fragrance sweat control talc,https://www.bigbasket.com/media/uploads/p/l/40118341_1-cinthol-sandal-talc.jpg
GCPL-CN-220,Cinthol Sandal Woody Talcum Powder Large,Cinthol,Personal Care,Talcum Powders,300 g,210.00,185.00,Premium sandalwood fragrance talc in family pack,https://www.bigbasket.com/media/uploads/p/l/40118342_1-cinthol-sandal-talc-300g.jpg
GCPL-CN-221,Cinthol Charcoal Deep Cleansing Talcum Powder,Cinthol,Personal Care,Talcum Powders,100 g,90.00,80.00,Charcoal active oil absorbing micro talc powder,https://www.bigbasket.com/media/uploads/p/l/40188221_1-cinthol-charcoal-talc.jpg
GCPL-CN-222,Cinthol Charcoal Deep Cleansing Talc Large,Cinthol,Personal Care,Talcum Powders,300 g,210.00,185.00,Charcoal active oil absorbing talc in family pack,https://www.bigbasket.com/media/uploads/p/l/40188222_1-cinthol-charcoal-talc-300g.jpg
GCPL-CN-223,Cinthol Cool Mint Shower Gel (Pack of 2),Cinthol,Personal Care,Body Washes,2 x 250 ml,398.00,335.00,Twin saving liquid bath body wash set with menthol,https://www.bigbasket.com/media/uploads/p/l/40118343_1-cinthol-cool-wash-pack-of-2.jpg
GCPL-CN-224,Cinthol Lime Fresh Shower Gel (Pack of 2),Cinthol,Personal Care,Body Washes,2 x 250 ml,398.00,335.00,Twin saving liquid bath body wash set with lime,https://www.bigbasket.com/media/uploads/p/l/40118344_1-cinthol-lime-wash-pack-of-2.jpg
GCPL-CN-225,Cinthol Charcoal Shower Gel (Pack of 2),Cinthol,Personal Care,Body Washes,2 x 250 ml,440.00,370.00,Twin saving liquid bath body wash set with charcoal,https://www.bigbasket.com/media/uploads/p/l/40188223_1-cinthol-charcoal-wash-pack-of-2.jpg
GCPL-CN-226,Cinthol Cool Mint Body Wash Pump Bottle,Cinthol,Personal Care,Body Washes,500 ml,349.00,299.00,Large family pump bottle cooling liquid body wash,https://www.bigbasket.com/media/uploads/p/l/40118345_1-cinthol-cool-wash-500ml.jpg
GCPL-CN-227,Cinthol Lime Fresh Body Wash Pump Bottle,Cinthol,Personal Care,Body Washes,500 ml,349.00,299.00,Large family pump bottle refreshing lime body wash,https://www.bigbasket.com/media/uploads/p/l/40118346_1-cinthol-lime-wash-500ml.jpg
GCPL-CN-228,Cinthol Charcoal Deep Cleansing Body Wash Pump,Cinthol,Personal Care,Body Washes,500 ml,380.00,325.00,Large family pump bottle active charcoal body wash,https://www.bigbasket.com/media/uploads/p/l/40188224_1-cinthol-charcoal-wash-500ml.jpg
GCPL-CN-229,Cinthol Shaving Cream Original (Pack of 2),Cinthol,Personal Care,Shaving Creams,2 x 70 g,140.00,125.00,Twin shaving cream classic tube bundle,https://www.bigbasket.com/media/uploads/p/l/102878_6-cinthol-original-shave-pack-of-2.jpg
GCPL-CN-230,Cinthol Shaving Cream Cool (Pack of 2),Cinthol,Personal Care,Shaving Creams,2 x 70 g,150.00,135.00,Twin shaving cream menthol tube bundle,https://www.bigbasket.com/media/uploads/p/l/102879_6-cinthol-cool-shave-pack-of-2.jpg
GCPL-CN-231,Cinthol Shaving Cream Lime (Pack of 2),Cinthol,Personal Care,Shaving Creams,2 x 70 g,150.00,135.00,Twin shaving cream lime tube bundle,https://www.bigbasket.com/media/uploads/p/l/102880_6-cinthol-lime-shave-pack-of-2.jpg
GCPL-CN-232,Cinthol Cool Wave Shaving Foam (Pack of 2),Cinthol,Personal Care,Shaving Creams,2 x 200 ml,398.00,330.00,Twin shaving foam aerosol cans cooling menthol,https://www.bigbasket.com/media/uploads/p/l/40121167_1-cinthol-foam-cool-pack-of-2.jpg
GCPL-CN-233,Cinthol Sensitive Shaving Foam (Pack of 2),Cinthol,Personal Care,Shaving Creams,2 x 200 ml,398.00,330.00,Twin shaving foam aerosol cans sensitive aloe,https://www.bigbasket.com/media/uploads/p/l/40121168_1-cinthol-foam-sensitive-pack-of-2.jpg
GCPL-CN-234,Cinthol Herb Care Bath Soap,Cinthol,Personal Care,Bath Soaps,100 g,45.00,41.00,Anti-bacterial bath soap with cooling herbal leaf extracts,https://www.bigbasket.com/media/uploads/p/l/40121169_1-cinthol-herbal-soap.jpg
GCPL-CN-235,Cinthol Herb Care Bath Soap (Pack of 3),Cinthol,Personal Care,Bath Soaps,3 x 100 g,130.00,120.00,Herbal cooling extract soap triple pack,https://www.bigbasket.com/media/uploads/p/l/40121170_1-cinthol-herbal-soap-pack-of-3.jpg
GCPL-N1-236,Godrej No.1 Sandal & Turmeric Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Natural skin glow bath soap containing real sandal and turmeric extracts,https://www.bigbasket.com/media/uploads/p/l/241315_8-godrej-no1-sandal-turmeric-soap.jpg
GCPL-N1-237,Godrej No.1 Sandal & Turmeric Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Sandal and turmeric active soap triple saver pack,https://www.bigbasket.com/media/uploads/p/l/241316_8-godrej-no1-sandal-turmeric-soap-pack-of-3.jpg
GCPL-N1-238,Godrej No.1 Sandal & Turmeric Soap (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box with 5 standard sandal and turmeric soaps,https://www.bigbasket.com/media/uploads/p/l/241317_8-godrej-no1-sandal-turmeric-soap-buy-4-get-1.jpg
GCPL-N1-239,Godrej No.1 Sandal & Turmeric Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size sandal and turmeric skin glowing soap,https://www.bigbasket.com/media/uploads/p/l/241318_8-godrej-no1-sandal-turmeric-soap-150g.jpg
GCPL-N1-240,Godrej No.1 Sandal & Turmeric Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g sandal and turmeric soaps,https://www.bigbasket.com/media/uploads/p/l/241319_8-godrej-no1-sandal-turmeric-soap-150g-pack-of-3.jpg
GCPL-N1-241,Godrej No.1 Lime & Aloe Vera Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Nourishing skin freshness soap containing lime and aloe,https://www.bigbasket.com/media/uploads/p/l/241320_8-godrej-no1-lime-aloe-soap.jpg
GCPL-N1-242,Godrej No.1 Lime & Aloe Vera Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Lime and aloe vera active soap triple box,https://www.bigbasket.com/media/uploads/p/l/241321_8-godrej-no1-lime-aloe-soap-pack-of-3.jpg
GCPL-N1-243,Godrej No.1 Lime & Aloe Vera (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box with 5 standard lime and aloe soaps,https://www.bigbasket.com/media/uploads/p/l/241322_8-godrej-no1-lime-aloe-soap-buy-4-get-1.jpg
GCPL-N1-244,Godrej No.1 Lime & Aloe Vera Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size lime and aloe vera nourishing soap,https://www.bigbasket.com/media/uploads/p/l/241323_8-godrej-no1-lime-aloe-soap-150g.jpg
GCPL-N1-245,Godrej No.1 Lime & Aloe Vera Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g lime and aloe vera soaps,https://www.bigbasket.com/media/uploads/p/l/241324_8-godrej-no1-lime-aloe-soap-150g-pack-of-3.jpg
GCPL-N1-246,Godrej No.1 Jasmine Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Aromatic skin softening soap infused with jasmine extracts,https://www.bigbasket.com/media/uploads/p/l/241325_8-godrej-no1-jasmine-soap.jpg
GCPL-N1-247,Godrej No.1 Jasmine Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Jasmine extract sweet aroma soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241326_8-godrej-no1-jasmine-soap-pack-of-3.jpg
GCPL-N1-248,Godrej No.1 Jasmine Soap (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 sweet jasmine soaps,https://www.bigbasket.com/media/uploads/p/l/241327_8-godrej-no1-jasmine-soap-buy-4-get-1.jpg
GCPL-N1-249,Godrej No.1 Jasmine Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size sweet jasmine aromatic bath soap,https://www.bigbasket.com/media/uploads/p/l/241328_8-godrej-no1-jasmine-soap-150g.jpg
GCPL-N1-250,Godrej No.1 Jasmine Soap Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g sweet jasmine soaps,https://www.bigbasket.com/media/uploads/p/l/241329_8-godrej-no1-jasmine-soap-150g-pack-of-3.jpg
GCPL-N1-251,Godrej No.1 Saffron & Milk Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Nourishing skin fairness soap with saffron and rich cream milk,https://www.bigbasket.com/media/uploads/p/l/241330_8-godrej-no1-saffron-milk-soap.jpg
GCPL-N1-252,Godrej No.1 Saffron & Milk Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Saffron and cream milk soap triple box,https://www.bigbasket.com/media/uploads/p/l/241331_8-godrej-no1-saffron-milk-soap-pack-of-3.jpg
GCPL-N1-253,Godrej No.1 Saffron & Milk (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 saffron and milk soaps,https://www.bigbasket.com/media/uploads/p/l/241332_8-godrej-no1-saffron-milk-soap-buy-4-get-1.jpg
GCPL-N1-254,Godrej No.1 Saffron & Milk Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size saffron and milk complex soap,https://www.bigbasket.com/media/uploads/p/l/241333_8-godrej-no1-saffron-milk-soap-150g.jpg
GCPL-N1-255,Godrej No.1 Saffron & Milk Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g saffron and milk soaps,https://www.bigbasket.com/media/uploads/p/l/241334_8-godrej-no1-saffron-milk-soap-150g-pack-of-3.jpg
GCPL-N1-256,Godrej No.1 Rose & Almond Oil Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Moisturising bath soap with rose essence and almond oil,https://www.bigbasket.com/media/uploads/p/l/241335_8-godrej-no1-rose-almond-soap.jpg
GCPL-N1-257,Godrej No.1 Rose & Almond Oil Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Rose and almond oil active soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241336_8-godrej-no1-rose-almond-soap-pack-of-3.jpg
GCPL-N1-258,Godrej No.1 Rose & Almond Oil (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 rose and almond soaps,https://www.bigbasket.com/media/uploads/p/l/241337_8-godrej-no1-rose-almond-soap-buy-4-get-1.jpg
GCPL-N1-259,Godrej No.1 Rose & Almond Oil Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size rose extract and almond oil soap,https://www.bigbasket.com/media/uploads/p/l/241338_8-godrej-no1-rose-almond-soap-150g.jpg
GCPL-N1-260,Godrej No.1 Rose & Almond Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g rose and almond soaps,https://www.bigbasket.com/media/uploads/p/l/241339_8-godrej-no1-rose-almond-soap-150g-pack-of-3.jpg
GCPL-N1-261,Godrej No.1 Lavender Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Relaxing bath soap infused with sweet alpine lavender extract,https://www.bigbasket.com/media/uploads/p/l/241340_8-godrej-no1-lavender-soap.jpg
GCPL-N1-262,Godrej No.1 Lavender Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Relaxing lavender extract soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241341_8-godrej-no1-lavender-soap-pack-of-3.jpg
GCPL-N1-263,Godrej No.1 Lavender Soap (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 fresh lavender soaps,https://www.bigbasket.com/media/uploads/p/l/241342_8-godrej-no1-lavender-soap-buy-4-get-1.jpg
GCPL-N1-264,Godrej No.1 Lavender Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size fresh alpine lavender bath soap,https://www.bigbasket.com/media/uploads/p/l/241343_8-godrej-no1-lavender-soap-150g.jpg
GCPL-N1-265,Godrej No.1 Lavender Soap Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g fresh lavender soaps,https://www.bigbasket.com/media/uploads/p/l/241344_8-godrej-no1-lavender-soap-150g-pack-of-3.jpg
GCPL-N1-266,Godrej No.1 Aloe Vera & Honey Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Nourishing soap containing organic aloe vera gel and pure honey,https://www.bigbasket.com/media/uploads/p/l/241345_8-godrej-no1-aloe-honey-soap.jpg
GCPL-N1-267,Godrej No.1 Aloe Vera & Honey Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Aloe vera and pure honey soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241346_8-godrej-no1-aloe-honey-soap-pack-of-3.jpg
GCPL-N1-268,Godrej No.1 Aloe Vera & Honey (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 aloe and honey soaps,https://www.bigbasket.com/media/uploads/p/l/241347_8-godrej-no1-aloe-honey-soap-buy-4-get-1.jpg
GCPL-N1-269,Godrej No.1 Aloe Vera & Honey Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size moisturizing aloe and honey soap,https://www.bigbasket.com/media/uploads/p/l/241348_8-godrej-no1-aloe-honey-soap-150g.jpg
GCPL-N1-270,Godrej No.1 Aloe Vera & Honey Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g aloe and honey soaps,https://www.bigbasket.com/media/uploads/p/l/241349_8-godrej-no1-aloe-honey-soap-150g-pack-of-3.jpg
GCPL-N1-271,Godrej No.1 Neem Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Deep purifying antibacterial neem oil soap,https://www.bigbasket.com/media/uploads/p/l/241350_8-godrej-no1-neem-soap.jpg
GCPL-N1-272,Godrej No.1 Neem Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Deep purifying organic neem soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241351_8-godrej-no1-neem-soap-pack-of-3.jpg
GCPL-N1-273,Godrej No.1 Neem Soap (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 antibacterial neem soaps,https://www.bigbasket.com/media/uploads/p/l/241352_8-godrej-no1-neem-soap-buy-4-get-1.jpg
GCPL-N1-274,Godrej No.1 Neem Soap Large,Godrej No. 1,Personal Care,Bath Soaps,150 g,55.00,50.00,Large size deep purifying antibacterial neem soap,https://www.bigbasket.com/media/uploads/p/l/241353_8-godrej-no1-neem-soap-150g.jpg
GCPL-N1-275,Godrej No.1 Neem Soap Large (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 150 g,160.00,145.00,Triple pack of 150g antibacterial neem soaps,https://www.bigbasket.com/media/uploads/p/l/241354_8-godrej-no1-neem-soap-150g-pack-of-3.jpg
GCPL-N1-276,Godrej No.1 Shikakai & Amla Soap,Godrej No. 1,Personal Care,Bath Soaps,100 g,38.00,35.00,Traditional skin conditioning soap with shikakai and amla,https://www.bigbasket.com/media/uploads/p/l/241355_8-godrej-no1-shikakai-soap.jpg
GCPL-N1-277,Godrej No.1 Shikakai & Amla Soap (Pack of 3),Godrej No. 1,Personal Care,Bath Soaps,3 x 100 g,110.00,102.00,Traditional skin amla and shikakai soap triple pack,https://www.bigbasket.com/media/uploads/p/l/241356_8-godrej-no1-shikakai-soap-pack-of-3.jpg
GCPL-N1-278,Godrej No.1 Shikakai & Amla (Buy 4 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,5 x 100 g,185.00,170.00,Value box containing 5 shikakai and amla soaps,https://www.bigbasket.com/media/uploads/p/l/241357_8-godrej-no1-shikakai-soap-buy-4-get-1.jpg
GCPL-N1-279,Godrej No.1 Sandal & Turmeric Small Soap,Godrej No. 1,Personal Care,Bath Soaps,70 g,25.00,23.00,Travel sized sandal and turmeric skin glow soap,https://www.bigbasket.com/media/uploads/p/l/241358_8-godrej-no1-sandal-70g.jpg
GCPL-N1-280,Godrej No.1 Sandal & Turmeric Small (Pack of 4),Godrej No. 1,Personal Care,Bath Soaps,4 x 70 g,100.00,90.00,Four pack travel size sandal turmeric soaps,https://www.bigbasket.com/media/uploads/p/l/241359_8-godrej-no1-sandal-70g-pack-of-4.jpg
GCPL-N1-281,Godrej No.1 Lime & Aloe Vera Small Soap,Godrej No. 1,Personal Care,Bath Soaps,70 g,25.00,23.00,Travel sized lime aloe nourishing skin soap,https://www.bigbasket.com/media/uploads/p/l/241360_8-godrej-no1-lime-70g.jpg
GCPL-N1-282,Godrej No.1 Lime & Aloe Vera Small (Pack of 4),Godrej No. 1,Personal Care,Bath Soaps,4 x 70 g,100.00,90.00,Four pack travel size lime aloe soaps,https://www.bigbasket.com/media/uploads/p/l/241361_8-godrej-no1-lime-70g-pack-of-4.jpg
GCPL-N1-283,Godrej No.1 Jasmine Small Soap,Godrej No. 1,Personal Care,Bath Soaps,70 g,25.00,23.00,Travel sized jasmine aromatic soap,https://www.bigbasket.com/media/uploads/p/l/241362_8-godrej-no1-jasmine-70g.jpg
GCPL-N1-284,Godrej No.1 Jasmine Small (Pack of 4),Godrej No. 1,Personal Care,Bath Soaps,4 x 70 g,100.00,90.00,Four pack travel size jasmine soaps,https://www.bigbasket.com/media/uploads/p/l/241363_8-godrej-no1-jasmine-70g-pack-of-4.jpg
GCPL-N1-285,Godrej No.1 Sandal & Turmeric Soap (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 sandal and turmeric soaps,https://www.bigbasket.com/media/uploads/p/l/241364_8-godrej-no1-sandal-buy-3-get-1.jpg
GCPL-N1-286,Godrej No.1 Lime & Aloe Vera (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 lime and aloe vera soaps,https://www.bigbasket.com/media/uploads/p/l/241365_8-godrej-no1-lime-buy-3-get-1.jpg
GCPL-N1-287,Godrej No.1 Jasmine Soap (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 sweet jasmine aromatic soaps,https://www.bigbasket.com/media/uploads/p/l/241366_8-godrej-no1-jasmine-buy-3-get-1.jpg
GCPL-N1-288,Godrej No.1 Saffron & Milk Soap (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 saffron and milk soaps,https://www.bigbasket.com/media/uploads/p/l/241367_8-godrej-no1-saffron-buy-3-get-1.jpg
GCPL-N1-289,Godrej No.1 Rose & Almond Oil (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 rose and almond oil soaps,https://www.bigbasket.com/media/uploads/p/l/241368_8-godrej-no1-rose-buy-3-get-1.jpg
GCPL-N1-290,Godrej No.1 Lavender Soap (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 fresh lavender aromatic soaps,https://www.bigbasket.com/media/uploads/p/l/241369_8-godrej-no1-lavender-buy-3-get-1.jpg
GCPL-N1-291,Godrej No.1 Aloe Vera & Honey (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 aloe vera and honey soaps,https://www.bigbasket.com/media/uploads/p/l/241370_8-godrej-no1-aloe-buy-3-get-1.jpg
GCPL-N1-292,Godrej No.1 Neem Soap (Buy 3 Get 1 Free),Godrej No. 1,Personal Care,Bath Soaps,4 x 100 g,152.00,139.00,Value bundle of 4 antibacterial neem soaps,https://www.bigbasket.com/media/uploads/p/l/241371_8-godrej-no1-neem-buy-3-get-1.jpg
GCPL-N1-293,Godrej No.1 Sandal & Turmeric Giant Pack,Godrej No. 1,Personal Care,Bath Soaps,500 g,185.00,165.00,Contains 4 large 125g sandal and turmeric soaps,https://www.bigbasket.com/media/uploads/p/l/241372_8-godrej-no1-sandal-giant-500g.jpg
GCPL-N1-294,Godrej No.1 Lime & Aloe Vera Giant Pack,Godrej No. 1,Personal Care,Bath Soaps,500 g,185.00,165.00,Contains 4 large 125g lime and aloe vera soaps,https://www.bigbasket.com/media/uploads/p/l/241373_8-godrej-no1-lime-giant-500g.jpg
GCPL-N1-295,Godrej No.1 Jasmine Soap Giant Pack,Godrej No. 1,Personal Care,Bath Soaps,500 g,185.00,165.00,Contains 4 large 125g sweet jasmine soaps,https://www.bigbasket.com/media/uploads/p/l/241374_8-godrej-no1-jasmine-giant-500g.jpg
GCPL-EX-296,Godrej Expert Rich Creme Hair Colour Natural Black,Godrej Expert,Hair Care,Hair Colours,20 ml,35.00,32.00,No-ammonia rich sachet hair colour with aloe vera and milk protein,https://www.bigbasket.com/media/uploads/p/l/40049282_6-godrej-expert-rich-creme-hair-colour-natural-black.jpg
GCPL-EX-297,Godrej Expert Rich Creme Hair Colour Dark Brown,Godrej Expert,Hair Care,Hair Colours,20 ml,35.00,32.00,Dark brown formulation rich creme sachet hair color,https://www.bigbasket.com/media/uploads/p/l/40049283_6-godrej-expert-rich-creme-hair-colour-dark-brown.jpg
GCPL-EX-298,Godrej Expert Rich Creme Hair Colour Natural Brown,Godrej Expert,Hair Care,Hair Colours,20 ml,35.00,32.00,Natural brown formulation rich creme sachet hair color,https://www.bigbasket.com/media/uploads/p/l/40049284_6-godrej-expert-rich-creme-hair-colour-natural-brown.jpg
GCPL-EX-299,Godrej Expert Rich Creme Hair Colour Burgundy,Godrej Expert,Hair Care,Hair Colours,20 ml,35.00,32.00,Burgundy shade rich sachet creme color with aloe vera,https://www.bigbasket.com/media/uploads/p/l/40049285_6-godrej-expert-rich-creme-hair-colour-burgundy.jpg
GCPL-EX-300,Godrej Expert Rich Creme Hair Colour Copper Brown,Godrej Expert,Hair Care,Hair Colours,20 ml,35.00,32.00,Copper brown rich sachet creme color with aloe vera,https://www.bigbasket.com/media/uploads/p/l/40049286_6-godrej-expert-rich-creme-hair-colour-copper-brown.jpg
GCPL-EX-301,Godrej Expert Rich Creme Natural Black (Pack of 3),Godrej Expert,Hair Care,Hair Colours,3 x 20 ml,105.00,95.00,Triple sachet pack of natural black cream hair color,https://www.bigbasket.com/media/uploads/p/l/40049287_6-godrej-expert-rich-creme-natural-black-pack-of-3.jpg
GCPL-EX-302,Godrej Expert Rich Creme Dark Brown (Pack of 3),Godrej Expert,Hair Care,Hair Colours,3 x 20 ml,105.00,95.00,Triple sachet pack of dark brown cream hair color,https://www.bigbasket.com/media/uploads/p/l/40049288_6-godrej-expert-rich-creme-dark-brown-pack-of-3.jpg
GCPL-EX-303,Godrej Expert Rich Creme Natural Black (Pack of 5),Godrej Expert,Hair Care,Hair Colours,5 x 20 ml,175.00,155.00,Five sachet saver pack of natural black cream hair color,https://www.bigbasket.com/media/uploads/p/l/40049289_6-godrej-expert-rich-creme-natural-black-pack-of-5.jpg
GCPL-EX-304,Godrej Expert Rich Creme Dark Brown (Pack of 5),Godrej Expert,Hair Care,Hair Colours,5 x 20 ml,175.00,155.00,Five sachet saver pack of dark brown cream hair color,https://www.bigbasket.com/media/uploads/p/l/40049290_6-godrej-expert-rich-creme-dark-brown-pack-of-5.jpg
